,AAPL,ABBV,ABT,ACN,ADBE,AMGN,AMZN,AVGO,BAC,BMY,BRK.B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,FB,GOOG,GOOGL,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,MDT,MRK,MSFT,NEE,NFLX,NKE,NVDA,PEP,PFE,PG,PM,PYPL,T,TMO,TXN,UNH,UNP,V,VZ,WMT,XOM
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,110.49,56.39,45.59,106.71,94.02,162.62,658.63,143.275,17.43,70.21,134.8,50.84,28.875,161.25,77.38,26.855,92.77,112.18,104.52,743.39,760.37,131.32,35.18,104.14,66.11,43.07,85.53,98.42,116.96,77.08,52.91,55.2,98.72,118.6,64.32,32.97,99.38,32.25,79.71,87.81,36.32,33.8051,137.52,57.56,117.67,76.4,78.61,45.55,59.67,79.43
2015-12-16,111.34,57.6201,46.04,109.15,95.55,164.59,675.76,143.85,17.72,70.7,135.88,52.18,14.055,162.74,78.9,27.24,93.44,110.38,106.79,758.12,776.58,132.9,35.3,105.26,67.51,43.83,86.28,100.0,117.85,78.57,54.01,56.125,103.66,122.66,65.46,33.16,101.07,32.57,80.96,90.14,35.98,34.39,140.44,58.07,118.81,78.91,79.8,46.5,60.29,79.13
2015-12-17,108.9999,51.46,45.27,103.26,94.2,150.69,670.86,140.49,17.3099,69.25,133.96,51.15,28.705,160.68,78.4,26.71,81.83,112.0315,106.22,750.12,770.13,131.39,34.91,103.66,66.26,43.5,86.22,99.32,117.54,77.92,52.69,55.7,103.391,122.51,65.1,32.66,100.21,32.34,80.3,89.09,35.53,34.035,138.16,56.52,119.28,77.3301,78.69,46.1,58.98,77.98
2015-12-18,105.95,55.73,43.71,101.92,91.31,148.23,664.13,140.21,16.78,67.66,129.87,49.58,28.175,157.7,77.04,26.26,81.17,107.56,104.03,739.33,756.95,130.26,33.87,101.98,64.43,42.5,84.78,96.29,116.58,76.4,51.64,54.18,102.15,118.0,64.225,32.16,97.89,31.96,78.17,86.96,34.98,33.62,134.54,54.93,115.865,75.355,76.28,45.57,58.83,77.3
2015-12-21,107.32,56.22,44.03,103.0,91.6,148.68,664.51,145.8,16.965,68.05,131.29,50.14,13.515,159.35,77.29,26.635,89.2498,103.4,104.71,747.39,760.47,131.3,34.23,101.61,65.53,42.79,86.05,97.04,117.7,76.66,51.89,54.82,102.28,116.63,64.92,32.895,98.63,32.44,78.96,86.62,36.07,34.09,137.57,55.81,117.39,75.46,77.18,45.92,59.57,77.251
2015-12-22,107.21,52.57,44.49,103.76,93.81,151.5,663.15,145.095,17.08,68.32,133.12,50.35,28.45,161.22,77.84,26.89,90.26,103.54,105.51,750.0,767.13,131.93,34.72,102.71,65.72,43.29,85.91,97.57,117.71,77.32,52.11,55.35,102.9,116.24,65.925,32.93,99.84,32.51,79.59,87.66,36.81,34.4,139.57,55.61,117.43,77.1,77.37,46.34,60.55,77.63
2015-12-23,108.61,53.47,45.1,104.42,94.69,162.71,663.7,146.43,17.34,69.0,134.24,50.95,13.685,161.71,78.04,27.405,84.79,102.4,104.63,750.29,768.52,133.1,35.0,103.5,66.75,43.67,86.15,98.74,118.78,77.66,52.98,55.83,103.98,118.18,128.8099,33.06,100.68,32.57,79.92,89.08,37.125,34.78,141.01,56.7,118.67,78.77,78.58,46.9563,61.08,80.19
2015-12-24,108.03,53.36,45.08,104.26,94.3,152.67,662.81,146.3,17.27,68.95,133.88,51.03,13.72,161.75,77.81,27.38,83.2,105.84,105.02,748.41,765.84,132.9389,34.97,103.7,66.58,43.52,85.81,98.59,118.6,77.64,52.84,55.68,103.9,117.33,63.16,33.17,100.52,32.6,79.77,88.86,37.06,34.65,141.34,56.75,118.31,78.8,78.27,46.69,60.81,79.3
2015-12-28,106.82,58.77,45.05,104.11,94.2,161.73,675.21,146.36,17.1202,69.18,133.15,50.71,28.59,161.15,78.18,27.31,90.39,107.25,105.93,762.73,782.29,132.68,34.93,103.21,66.4,43.4799,85.49,98.54,118.74,77.19,52.85,55.95,103.98,117.11,63.81,33.14,100.69,32.43,79.93,88.59,36.61,34.77,140.72,56.42,118.33,78.35,78.56,46.76,60.74,78.75
2015-12-29,108.74,54.27,45.83,105.31,95.33,153.5,693.97,147.94,17.26,69.7001,134.11,51.29,13.78,162.63,79.43,27.76,82.47,107.157,107.26,776.6,793.87,133.66,35.44,104.0,67.08,43.6937,86.24,99.75,120.03,77.82,53.34,56.55,104.62,119.12,64.23,33.675,101.42,32.83,80.34,89.35,37.07,34.92,143.02,57.02,119.8,78.97,79.22,47.21,61.58,79.15
2015-12-30,107.32,59.81,45.26,105.88,95.27,152.43,689.1195,147.37,17.05,69.52,133.22,50.63,13.575,162.69,79.12,27.53,81.43,106.33,106.216,771.0,790.31,133.34,34.99,103.76,66.58,43.57,86.18,98.88,119.44,77.51,53.24,56.31,104.87,116.71,63.24,33.39,101.14,32.73,80.06,88.97,36.48,34.72,142.86,56.16,118.9,78.51,78.35,46.77,61.67,78.14
2015-12-31,105.2299,59.22,44.91,104.52,93.91,151.53,676.34,145.15,16.84,68.79,131.95,50.1,13.51,161.51,78.37,27.155,81.31,105.065,104.65,759.11,778.0,132.24,34.44,102.69,66.02,42.95,84.24,97.43,118.14,76.9,52.81,55.45,103.86,114.39,62.51,32.96,99.89,32.28,79.39,87.9,36.2,34.4,141.84,54.81,117.65,78.2,77.55,46.22,61.3,77.94
2016-01-04,105.33,52.59,42.93,101.86,91.96,158.18,636.73,142.28,16.45,67.03,130.9,49.5,27.82,159.52,76.73,26.4,80.31,102.98,102.2,741.82,759.41,131.0,33.9737,100.54,63.69,42.42,82.87,94.93,117.7,75.78,52.49,54.79,103.62,109.95,61.53,32.37,98.83,31.96,78.4,87.04,34.75,34.35,138.78,54.33,116.45,78.99,75.7799,45.87,61.47,77.46
2016-01-05,102.71,52.37,42.92,102.38,92.33,147.65,633.79,137.47,16.45,68.35,131.25,49.24,27.825,159.92,77.07,26.29,80.99,97.88,102.73,742.3,761.52,130.43,33.83,100.905,63.73,42.57,84.13,95.0,119.21,75.99,53.16,55.05,104.59,107.65,62.375,32.88,99.45,32.18,78.65,87.92,34.305,34.59,138.55,53.76,116.6732,78.22,76.29,46.52,62.94,78.11
2016-01-06,100.7,52.38,42.57,102.18,91.02,156.58,632.81,133.29,16.09,67.16,131.42,48.52,27.618,158.46,76.31,26.02,86.13,97.36,102.96,743.61,759.3,129.145,33.08,100.41,62.82,42.33,83.6,93.38,118.45,76.19,52.42,54.075,104.28,117.72,61.51,31.53,99.49,31.625,77.87,87.88,33.99,34.07,137.49,53.42,115.5,74.85,75.34,45.53,63.6,77.49
2016-01-07,96.54,52.22,41.54,99.16,89.1,142.8,607.84,129.03,15.52,65.29,129.56,46.04,27.305,154.69,74.29,25.38,83.03,99.51,97.92,724.25,741.0,125.46,31.84,99.23,60.29,41.63,81.41,91.72,115.76,74.42,51.93,52.19,104.7,114.56,59.86,30.27,97.57,31.41,77.13,87.28,33.13,33.53,134.33,51.69,112.09,73.1,73.83,45.29,65.01,76.26
2016-01-08,96.98,50.8,40.65,98.15,87.84,140.68,607.23,128.15,15.2,63.62,128.37,44.66,27.333,152.11,73.26,24.77,82.1,99.22,97.33,714.48,730.92,123.85,31.51,98.12,58.9,41.51,81.25,89.91,115.49,73.75,51.06,52.33,105.15,111.39,58.86,29.63,97.19,30.98,75.95,86.69,32.69,33.53,134.2,50.36,110.12,73.84,72.88,44.81,63.52,74.66
2016-01-11,98.53,49.18,40.73,99.23,89.39,137.86,617.74,128.03,15.2999,62.95,128.29,45.36,13.16,144.5,73.16,25.28,80.78,99.95,97.5,715.79,733.17,125.76,32.06,97.56,58.83,41.58,80.28,90.57,116.66,72.97,51.24,52.3,105.53,114.96,59.58,29.68,97.42,31.06,76.67,89.15,33.03,33.96,134.84,51.21,109.56,74.8001,73.9,45.08,64.23,73.67
2016-01-12,99.96,50.06,41.4799,101.01,89.82,150.79,617.89,129.92,15.325,63.43,128.89,45.38,27.435,156.055,74.44,25.35,82.18,98.42,99.36,726.07,745.34,127.5,32.68,98.25,58.98,42.1,80.39,91.49,117.43,76.44,51.76,52.77,105.4,116.58,59.91,30.18,97.6,31.01,76.5,89.1,33.07,33.91,136.99,51.52,112.27,76.27,74.78,44.92,63.61,75.24
2016-01-13,97.41,51.22,40.28,99.26,88.3,135.78,581.99,123.33,14.89,61.19,126.25,43.75,12.875,152.13,72.38,24.6,73.51,98.429,95.45,700.93,719.57,121.4,31.91,97.02,57.38,41.85,79.31,89.2,115.13,74.63,50.66,51.66,104.62,106.57,58.7869,29.27,96.49,30.39,75.86,88.3,32.13,33.76,133.77,49.83,109.19,73.85,73.07,44.1461,61.92,75.68
2016-01-14,99.51,50.33,41.1,101.91,89.79,153.18,593.0,125.18,14.975,63.5,127.97,43.93,13.24,153.17,73.06,24.65,85.37,99.07,98.35,714.32,731.29,119.59,32.74,98.85,58.18,41.86,82.53,90.62,116.57,74.76,51.79,53.06,105.68,107.06,58.49,28.67,95.76,31.1099,76.13,87.85,32.87,34.29,135.74,50.03,110.7,75.42,73.9499,44.86,63.05,79.03
2016-01-15,97.09,52.89,40.55,99.28,89.18,151.34,570.0,120.0,14.449,62.78,126.1358,41.12,26.935,150.39,70.87,23.6,83.73,93.89,94.99,694.56,710.45,119.14,29.72,96.97,57.0,41.49,81.25,88.7,115.15,73.91,51.14,50.98,105.24,104.05,57.58,27.11,93.9,30.81,74.97,86.27,32.31,34.005,132.76,48.02,109.16,74.12,71.8602,44.42,61.92,77.56
2016-01-19,96.68,55.0,40.44,101.4,89.18,151.24,574.48,120.05,14.249,63.22,127.7,40.6,27.13,150.43,70.81,23.84,81.53,93.95,95.26,701.87,719.02,119.74,29.8,97.5,57.02,41.91,83.2,86.23,117.5,74.6,51.34,50.56,107.83,107.8599,58.33,27.33,95.79,30.68,76.71,87.49,32.22,34.51,134.94,48.22,112.48,74.06,71.42,44.86,62.57,76.36
2016-01-20,96.81,57.16,39.97,99.1,87.95,144.71,571.59,123.83,13.7,63.56,124.85,39.2,26.805,138.99,70.36,22.89,71.38,89.77,94.37,698.15,718.56,116.48,29.59,95.78,55.51,41.4,82.63,85.14,115.81,74.595,50.555,50.78,105.31,107.78,59.04,27.47,93.78,30.67,75.83,85.89,31.2,33.9,133.03,49.0,114.81,73.61,70.7058,44.44,60.85,73.17
2016-01-21,96.26,53.83,39.47,98.29,87.99,142.61,574.95,124.53,13.35,63.13,125.59,38.87,27.15,150.39,69.5,22.89,73.26,94.02,94.16,707.04,726.67,120.19,29.65,95.95,55.25,41.38,81.41,86.09,117.8,74.59,50.91,50.45,105.03,102.3401,60.56,27.79,94.46,30.59,76.73,85.79,31.19,34.53,131.67,49.83,113.48,71.08,71.53,45.86,61.85,74.07
2016-01-22,101.42,54.26,40.02,102.26,89.62,156.08,596.21,124.51,13.55,64.41,127.03,39.75,27.67,143.53,71.54,23.37,83.54,94.0,97.94,724.85,745.44,122.765,29.93,96.74,56.92,42.05,82.51,88.01,118.4,75.93,51.36,52.29,106.57,100.68,60.89,28.45,95.83,30.73,77.37,86.86,31.69,35.14,135.28,50.295,114.32,70.0,72.7,47.05,62.68,76.56
2016-01-25,99.466,58.67,39.68,101.78,86.78,153.43,596.55,124.54,12.97,62.92,124.23,38.29,27.11,150.78,69.93,23.165,80.9,95.31,97.0,711.48,733.61,121.73,29.59,96.49,55.67,42.17,81.73,86.78,119.26,75.74,50.92,51.77,106.46,99.12,60.7299,28.41,95.95,30.52,76.92,86.7,31.46,35.03,134.73,50.09,113.43,68.81,71.74,47.045,63.45,73.99
2016-01-26,99.98,53.74,40.17,102.55,86.89,153.79,601.25,124.4,13.32,62.68,125.89,39.21,27.42,148.5,69.87,23.725,84.12,93.39,97.34,713.04,734.1,122.2,29.94,101.1799,57.0699,42.07,81.97,86.97,120.4017,75.6,51.47,52.18,106.55,97.83,61.1199,28.7,96.31,30.67,78.81,87.31,31.97,35.41,134.1,50.7,113.99,70.02,71.84,48.24,63.94,76.6968
2016-01-27,93.43,52.68,40.47,101.99,84.84,140.46,583.52,122.34,13.36,61.76,125.27,39.27,27.06,147.74,67.4499,23.43,75.28,94.3,94.5,699.99,717.58,121.62,29.81,102.16,57.05,42.09,81.76,84.89,120.87,75.48,50.37,51.21,106.75,91.15,59.605,28.36,95.95,30.52,78.79,88.09,31.6,35.49,135.8,50.68,112.36,69.06,70.95,49.06,63.95,75.29
2016-01-28,94.08,51.52,36.72,103.1,84.53,148.2,635.54,126.39,13.5394,61.16,126.01,39.15,13.01,149.59,65.69,23.1046,85.86,90.73,109.11,731.21,748.3,122.25,29.965,102.3,57.25,42.56,76.82,83.38,122.43,73.9,49.19,52.06,108.3,94.42,61.22,28.05,97.45,30.19,79.82,89.06,34.24,35.53,128.14,51.11,111.35,70.15,69.35,49.01,64.19,76.96
2016-01-29,97.14,54.56,37.84,105.51,88.92,142.57,585.63,133.6,14.13,62.08,129.62,41.27,27.795,151.13,68.06,23.79,78.15,95.625,112.15,742.95,759.42,125.562,31.02,104.32,59.31,42.92,79.02,88.7901,123.75,75.91,50.49,55.05,111.65,91.82,62.01,29.29,99.05,30.39,81.71,89.99,36.01,36.04,131.93,52.93,114.99,71.96,74.25,49.93,66.36,77.58
2016-02-01,96.38,50.17,38.44,106.25,89.6,152.6,574.99,137.65,13.95,60.8,128.69,41.18,13.42,151.24,68.42,23.47,85.25,95.1,115.08,750.07,770.19,126.49,30.81,104.32,58.85,43.0,78.37,88.58,124.57,76.84,50.74,54.67,112.97,94.09,63.14,29.29,99.0,30.12,81.07,89.37,37.09,36.15,130.67,52.83,115.88,73.06,74.36,50.74,67.48,76.22
2016-02-02,94.48,49.76,37.88,103.84,87.94,140.12,551.75,133.25,13.23,58.87,125.7,39.18,27.275,138.69,64.54,22.825,81.26,93.1,114.61,764.65,780.6,125.29,29.8,103.41,57.02,42.44,76.29,86.01,123.94,76.51,50.4,53.0,113.91,91.49,62.54,28.06,98.21,30.13,80.23,89.33,36.84,36.05,126.9,50.64,113.86,71.71,73.42,49.89,66.85,74.62
2016-02-03,96.34,56.88,38.04,102.1,87.99,140.66,530.79,131.28,13.035,60.11,126.27,39.12,28.92,146.69,65.34,23.09,84.62,95.11,112.7,726.88,749.53,123.8,29.33,104.16,57.43,42.72,76.08,86.46,121.48,76.14,50.05,52.17,114.7,90.73,62.48,28.19,98.73,29.68,81.09,89.76,37.0,36.73,126.07,50.24,112.79,72.29,74.37,50.62,66.27,78.46
2016-02-04,96.6,56.75,38.0,102.75,86.36,149.91,536.24,136.12,13.25,59.7,127.56,39.54,29.115,143.29,67.24,23.55,76.64,92.57,110.48,707.76,730.03,121.11,29.78,103.93,58.39,42.51,74.25,86.3,120.62,76.18,48.57,52.0,113.5,89.71,60.18,28.21,97.37,29.0101,80.69,89.1,37.16,36.5299,127.78,51.23,114.175,75.52,73.67,50.43,66.41,79.82
2016-02-05,94.01,49.0,37.41,98.98,79.21,135.39,502.01,128.34,12.95,59.63,126.56,38.64,29.705,144.0,58.5001,22.88,82.87,93.9,104.06,683.38,703.71,116.43,29.03,100.52,57.73,42.4354,74.32,82.74,115.36,74.46,49.38,50.16,113.59,82.79,57.15,26.43,97.31,29.02,81.19,89.54,35.065,36.87,123.16,49.88,111.7,75.03,71.56,50.96,66.99,80.08
2016-02-08,95.01,48.79,37.47,95.09,74.93,143.0,488.33,121.85,12.2799,60.73,126.81,36.65,29.705,147.02,54.11,22.925,86.05,92.12,99.75,682.98,704.17,111.85,28.82,102.0,56.52,42.65,74.18,80.67,116.02,72.65,48.84,49.39,114.17,83.31,55.04,25.21,97.54,28.57,82.67,89.74,33.61,37.11,121.97,50.9,110.06,76.03,67.88,50.73,66.93,81.19
2016-02-09,95.02,53.46,37.0,93.32,73.85,143.22,482.06,119.71,12.195,61.03,127.68,36.36,29.115,147.94,57.35,22.65,74.95,92.41,99.54,677.68,700.83,113.88,28.81,101.99,56.23,43.32,73.75,82.02,117.05,73.09,49.2,49.28,115.34,86.13,55.68,25.49,98.32,29.13,82.68,90.04,32.69,36.67,124.47,50.69,111.22,77.14,68.42,50.18,65.82,80.14
2016-02-10,94.27,52.73,37.21,94.19,75.53,135.18,490.5,119.21,11.9299,61.08,126.58,36.26,27.905,138.64,58.76,22.5,83.0529,88.79,100.99,684.37,707.18,114.32,28.225,101.72,55.52,42.55,73.05,83.35,117.49,74.15,49.55,49.69,113.72,88.43,57.41,25.45,97.64,29.5,81.61,89.22,32.89,36.43,125.44,50.75,112.74,76.97,70.13,49.97,65.78,79.38
2016-02-11,93.66,48.13,36.32,93.41,74.94,132.97,503.54,116.27,11.15,59.54,125.0,33.91,13.475,137.33,59.24,24.68,82.96,90.27,101.96,682.59,705.58,113.22,28.2,101.68,53.04,42.39,71.35,82.11,116.67,72.59,48.81,49.64,111.92,86.35,55.99,25.3,96.91,29.14,79.89,88.32,33.52,36.21,123.26,50.3701,110.58,75.54,68.52,49.41,65.3,79.6
2016-02-12,93.99,48.5,37.14,94.7,76.68,136.03,506.95,121.66,11.94,60.19,128.03,36.39,28.39,148.67,59.67,25.11,77.21,88.42,102.0,682.175,706.63,116.32,28.64,101.81,57.46,43.11,71.25,84.87,117.6,73.37,49.03,50.5,111.64,87.41,56.41,25.71,98.45,29.35,80.98,89.05,34.29,36.46,126.47,51.13,111.81,77.19,70.42,50.1,66.17,81.02
2016-02-16,96.62,49.36,37.99,96.88,78.87,138.31,521.11,126.24,12.24,62.19,128.62,37.7,28.73,149.11,59.71,25.83,77.63,90.13,101.58,691.0,717.65,119.4,28.78,102.3,58.35,43.35,73.32,86.175,119.05,74.72,49.76,51.09,112.35,89.05,57.77,26.99,98.59,29.81,81.44,90.1,35.45,36.65,127.39,52.54,115.15,79.37,71.08,50.23,65.89,81.21
2016-02-17,98.11,55.01,38.44,99.03,81.83,151.07,534.1,130.68,12.58,63.92,130.18,38.56,28.84,150.91,63.5,26.46,88.29,95.49,105.2,708.37,731.71,121.2,29.47,102.5,58.77,43.47,74.66,87.2,118.59,75.585,50.59,52.42,111.43,94.76,58.16,27.679,99.52,29.63,82.4,91.19,36.35,36.63,130.68,53.69,118.3,79.93,72.02,50.31,66.14,81.98
2016-02-18,96.26,50.32,38.29,98.51,80.53,140.34,525.0,127.06,12.22,63.32,130.75,37.73,28.66,148.66,61.69,26.43,86.73,95.2,103.47,697.25,717.52,119.99,29.42,104.22,57.81,43.61,73.45,86.0,117.1,74.96,50.295,52.19,114.36,90.49,58.61,30.04,99.61,29.56,81.9701,91.61,36.31,36.99,129.69,53.05,117.44,78.66,71.22,50.96,64.0901,82.43
2016-02-19,96.03,54.28,38.54,98.95,80.87,150.12,534.88,128.67,12.12,63.8,131.01,37.79,28.875,148.7,62.14,26.55,79.17,94.98,104.57,700.52,722.11,121.67,28.71,104.13,57.81,43.76,72.61,86.78,116.46,75.39,50.11,51.81,114.77,89.21,59.3,30.44,99.56,29.48,81.75,91.94,35.76,36.58,130.16,52.75,117.63,79.87,71.53,50.85,64.66,82.48
2016-02-22,96.87,50.99,39.16,100.32,83.8,139.64,559.49,130.65,12.535,63.67,131.99,38.31,29.07,150.06,63.98,26.615,88.82,96.33,107.15,706.75,729.17,122.83,29.34,104.74,58.56,43.93,72.99,87.81,117.62,76.66,50.74,52.64,115.69,91.92,60.17,31.52,99.83,30.035,82.09,92.52,36.0,36.86,131.43,53.3,121.26,81.59,73.03,51.05,65.62,82.37
2016-02-23,94.69,50.8,38.38,99.67,83.07,147.26,552.87,128.14,12.17,62.07,130.75,37.05,28.77,150.35,62.91,26.12,84.93,95.38,105.46,695.7,717.25,124.53,28.8,104.08,56.12,43.68,73.48,86.28,116.92,75.79,50.54,51.18,116.15,89.11,60.205,31.6,99.54,29.97,81.8101,92.06,35.48,36.74,129.74,52.24,121.14,78.97,72.14,50.61,66.495,81.23
2016-02-24,96.1,54.86,39.19,99.55,83.42,147.11,554.04,130.34,12.12,62.24,130.94,36.92,29.2,153.87,62.52,26.31,78.05,95.43,106.88,699.57,720.89,125.58,29.19,104.94,56.12,43.9,74.11,86.42,117.06,76.405,50.555,51.355,115.98,91.62,60.4,31.815,99.66,30.01,81.55,91.46,36.48,37.09,129.71,52.45,120.19,80.07,71.85,50.83,67.1,81.46
2016-02-25,96.76,56.22,39.63,100.93,86.68,146.75,555.14,132.47,12.3148,63.05,132.24,37.43,14.075,154.72,69.41,26.6,85.3,92.79,108.07,705.81,729.09,126.8563,29.62,106.38,57.02,44.155,74.83,87.4,118.41,77.65,50.994,52.1,115.84,94.51,62.38,31.88,100.67,30.5901,82.33,92.46,36.75,37.37,130.62,53.11,121.19,79.32,73.31,51.1,68.04,82.04
2016-02-26,96.91,51.65,39.52,101.11,86.6,138.74,555.16,133.12,12.7,62.25,131.86,38.29,13.925,149.66,69.72,26.4,84.35,92.46,107.9,705.03,724.86,126.27,29.79,105.78,57.54,43.14,73.6,87.57,117.04,77.28,50.63,51.28,112.51,94.79,62.59,31.68,98.36,30.22,81.07,91.45,37.49,37.12,130.72,53.3,121.31,79.97,72.74,51.01,66.49,81.72
2016-02-29,96.6501,54.6,38.74,100.24,85.14,133.74,552.88,133.88,12.53,61.93,133.98,37.66,13.88,150.05,67.7701,26.18,83.41,95.49,106.93,697.68,717.23,124.08,29.585,105.12,56.29,43.12,71.99,86.92,117.18,77.37,50.21,50.77,112.82,93.42,61.58,31.36,97.81,29.66,80.275,91.0,38.14,36.95,129.16,53.01,119.03,78.86,72.4,50.71,66.3,80.1501
2016-03-01,100.53,56.34,39.315,103.44,88.37,139.48,579.03,138.43,13.171,64.22,136.75,40.0,29.605,150.52,70.04,26.83,78.83,97.64,109.82,718.81,742.17,125.66,30.37,107.22,59.19,43.68,72.72,90.11,118.82,74.18,51.75,52.58,112.53,98.3,62.91,32.75,99.04,30.02,81.21,91.5,39.25,37.38,135.29,54.22,121.68,80.13,74.62,51.445,66.43,81.28
2016-03-02,100.73,51.38,39.33,102.65,88.39,147.5,580.22,136.96,13.4,64.89,136.66,40.92,14.275,152.71,70.42,26.91,87.12,97.06,109.95,718.85,739.48,125.59,30.53,107.05,59.75,43.76,73.99,89.86,118.47,74.56,52.275,52.95,112.32,97.61,62.2,32.95,98.31,29.97,82.52,91.56,39.17,37.67,138.12,54.42,121.25,79.46,74.26,52.1,66.18,82.69
2016-03-03,101.5,51.59,38.83,102.8,87.21,137.08,577.47,137.3499,13.4899,65.01,136.81,41.52,14.41,151.6,70.81,26.87,87.52,98.8,109.55,712.42,731.59,126.8197,30.58,106.67,59.96,43.95,73.25,89.74,116.65,74.94,52.11,52.35,111.61,97.93,61.46,32.65,99.135,29.89,82.85,93.26,39.03,38.0,138.67,54.88,121.81,80.02,73.91,51.9,66.13,82.39
2016-03-04,103.01,51.79,39.18,103.16,86.17,137.21,575.14,146.0,13.53,64.7,137.91,41.52,14.365,150.91,71.06,26.8,80.48,98.4511,108.39,710.88,730.22,125.56,30.63,106.47,60.05,44.11,73.6,90.06,117.15,75.59,52.07,52.03,114.27,101.58,61.25,32.55,99.88,29.7,83.46,94.44,39.04,37.92,140.3,54.89,121.8,80.5,73.9,51.81,66.77,82.28
2016-03-07,101.87,52.02,37.46,102.38,85.11,147.28,562.8,143.51,13.53,66.48,138.6,41.3,29.475,148.15,70.49,27.14,90.67,99.36,105.73,695.23,712.94,126.13,30.93,106.72,59.93,43.99,73.38,88.27,117.12,75.99,52.62,51.02,114.42,95.49,59.3,32.34,99.27,29.8,83.1,93.89,38.97,38.1199,141.53,55.48,121.7,81.42,71.98,52.2,67.85,84.45
2016-03-08,101.04,55.32,39.17,102.62,84.35,144.63,560.26,139.63,13.07,66.25,137.75,39.79,29.15,150.95,69.81,27.05,81.22,97.85,105.93,693.98,713.54,126.67,30.56,106.26,58.78,44.31,73.01,86.87,118.42,75.44,52.44,51.65,115.46,96.23,59.82,31.75,99.74,29.36,83.07,94.45,38.16,38.1,139.09,54.53,121.67,78.26,70.64,52.4799,68.04,82.64
2016-03-09,101.11,52.01,39.275,103.39,85.26,132.44,559.48,141.96,13.135,65.54,139.11,39.89,14.135,153.04,71.04,27.61,92.82,97.65,107.5,705.23,725.41,126.03,30.86,106.79,59.12,44.82,73.53,87.16,119.63,75.55,52.35,52.83,116.24,98.0,58.3299,31.73,100.18,29.73,82.94,96.01,38.57,37.97,138.14,54.75,121.08,80.12,70.67,52.33,67.53,82.33
2016-03-10,101.17,51.87,39.02,103.59,84.85,132.56,558.93,144.42,13.28,64.93,138.68,40.1,29.185,152.92,70.7,27.38,93.94,94.13,107.33,712.81,732.16,125.87,31.25,107.14,58.61,45.25,73.02,86.88,120.03,76.26,53.06,52.05,115.7,97.36,58.87,31.68,100.78,29.6,82.27,96.87,38.49,38.3,137.95,55.5,122.14,79.37,70.21,52.31,67.41,82.19
2016-03-11,102.25,53.25,40.3689,105.69,86.0,144.57,569.59,148.82,13.78,64.94,140.61,41.67,14.225,152.71,71.6,27.86,94.57,95.01,109.41,726.82,744.82,128.43,31.76,107.66,59.37,45.19,74.64,88.57,121.51,77.33,53.19,53.07,115.81,97.66,60.0899,32.22,101.33,30.48,81.78,96.48,39.49,38.3525,140.2,56.06,125.02,81.2399,71.62,52.52,67.14,82.19
2016-03-14,102.52,52.77,40.49,106.31,87.01,135.94,573.38,148.14,13.639,64.13,139.6301,41.36,29.615,152.67,72.22,27.7,94.27,98.81,109.88,730.46,750.22,128.84,31.43,107.62,59.12,45.28,73.9,88.8701,122.93,77.55,53.06,53.17,115.81,98.13,60.8,32.295,100.64,30.07,81.16,96.42,39.38,38.31,139.76,55.61,125.21,80.36,71.48,52.53,67.37,82.39
2016-03-15,104.58,51.3,39.9,107.05,86.83,134.61,577.02,148.5,13.57,63.69,140.35,41.28,14.285,154.18,71.7,27.66,94.26,98.24,110.67,728.44,750.57,129.68,31.65,107.77,59.19,45.24,71.24,89.37,123.42,76.84,52.41,53.59,115.58,97.85,61.415,32.14,101.15,29.52,81.3,96.45,39.27,38.51,138.26,55.73,124.8503,80.14,71.9,52.6863,68.08,82.8101
2016-03-16,105.97,51.94,40.18,107.6,88.21,143.99,574.333,148.62,13.32,62.65,139.87,40.93,14.405,154.05,72.74,27.885,95.41,98.46,112.17,736.26,757.56,130.485,31.7,107.45,58.94,45.0555,72.48,90.06,123.63,76.66,51.95,54.35,117.15,99.35,61.87,33.11,100.85,29.02,81.36,97.22,39.84,38.78,139.13,56.14,124.9,80.32,72.38,53.23,68.0,82.91
2016-03-17,105.8,51.03,40.3,108.55,90.01,135.48,559.43,151.55,13.4,61.46,142.36,41.53,30.38,153.84,72.7,28.2,96.87,96.62,111.02,737.65,758.48,130.86,31.99,106.75,58.75,45.77,69.07,91.38,123.24,75.51,51.53,54.69,118.29,99.72,63.17,32.82,101.87,29.36,82.76,98.87,39.94,39.11,138.25,56.62,124.52,83.08,73.15,53.63,67.44,84.06
2016-03-18,105.91,52.18,40.78,107.75,93.42,136.77,552.11,152.42,13.8,62.68,142.15,42.2,29.88,153.15,72.65,28.32,97.66,96.23,111.46,737.6,755.79,131.35,32.68,107.45,60.48,45.58,70.92,92.215,123.63,76.21,52.27,53.49,118.33,101.115,62.95,33.82,101.23,29.44,83.21,98.23,39.41,38.5699,140.01,57.08,126.54,84.44,73.68,53.2599,66.95,84.2
