,AAPL,ABBV,ABT,ACN,ADBE,AMGN,AMZN,AVGO,BAC,BMY,BRK.B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,FB,GOOG,GOOGL,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,MDT,MRK,MSFT,NEE,NFLX,NKE,NVDA,PEP,PFE,PG,PM,PYPL,T,TMO,TXN,UNH,UNP,V,VZ,WMT,XOM
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,115.3379,58.9,43.1668,96.52,78.47,140.24,521.17,131.19,15.9699,59.16,130.92,50.98,13.41,141.16,69.9,25.69,75.77,100.07,92.32,622.93,652.14,114.72,29.4,93.31,62.36,38.1,81.87,90.92,96.98,68.72,52.35,43.03,96.14,95.69,55.89,22.69,91.22,32.715,68.05,79.39,33.77,32.56,122.14,47.83,117.79,85.7496,69.98,45.67,64.29,72.47
2015-09-15,116.27,59.21,43.8,98.24,79.53,152.14,522.34,134.38,16.3235,60.09,132.28,52.02,28.565,142.44,71.24,25.99,77.18,99.69,92.89,635.72,665.61,116.17,29.72,94.4,63.58,38.49,82.97,92.1299,98.2,69.92,53.55,43.98,96.24,99.21,56.97,22.94,92.08,33.18,69.45,80.8,33.8,32.85,125.1,48.31,120.03,87.99,70.5,46.37,64.32,72.87
2015-09-16,116.42,53.82,43.84,98.95,80.53,140.41,527.24,131.48,16.334,61.58,132.45,52.57,13.765,143.61,71.87,26.06,79.05,100.21,93.45,635.97,665.26,117.77,29.76,94.59,64.11,39.155,84.43,92.73,98.68,70.1,53.85,44.3,97.51,104.12,57.77,23.11,93.07,33.17,70.08,82.11,33.76,32.93,126.28,48.71,121.1203,89.78,70.93,46.17,64.68,74.28
2015-09-17,113.93,54.14,44.25,98.56,80.34,142.95,538.88,130.64,15.85,62.2,131.48,51.63,13.935,143.35,72.31,25.89,70.91,100.44,94.36,642.9,671.66,117.9,29.72,94.87,62.64,39.38,89.93,93.21,97.82,70.83,53.96,44.26,98.71,104.21,57.65,23.31,93.3899,33.48,70.26,82.08,33.3351,32.8,128.23,48.15,123.29,89.73,70.96,45.22,64.48,74.41
2015-09-18,113.4899,55.37,43.33,97.55,81.25,139.86,540.59,127.55,15.55,64.29,129.12,50.27,28.628,141.81,71.39,25.54,77.66,99.13,94.4,629.7,660.92,115.18,29.01,93.39,60.98,38.99,88.57,92.16,97.09,70.33,52.07,43.48,97.46,102.61,57.35,23.3,93.12,32.89,69.91,81.21,32.9,32.53,125.79,47.82,122.41,87.79,69.79,44.6,63.38,72.57
2015-09-21,115.22,59.39,43.31,98.45,83.32,136.61,548.39,127.32,15.7,62.71,131.05,50.74,28.945,143.25,72.14,25.55,78.09,103.36,95.54,635.73,667.07,116.62,29.17,93.13,61.46,39.2,87.62,93.15,97.9,70.24,50.98,44.13,98.04,100.3,58.295,23.53,93.73,32.41,70.67,82.12,34.24,32.57,126.33,47.45,123.97,88.28,70.83,44.81,63.72,73.4
2015-09-22,113.37,52.22,42.47,97.65,84.67,135.53,538.4,124.71,15.565,62.07,129.21,50.36,28.855,142.69,71.64,25.14,77.23,98.79,92.95,622.65,653.13,115.76,28.66,93.24,60.9,38.79,87.78,92.06,97.22,70.12,50.74,43.9,97.04,98.48,57.97,22.9,92.38,32.25,70.18,80.75,33.33,32.28,125.2,46.61,122.93,86.66,70.22,44.42,63.6,72.74
2015-09-23,114.34,51.94,42.19,97.88,85.5,145.71,536.07,125.52,15.73,61.74,129.12,50.13,28.69,145.45,71.98,25.29,67.97,101.57,93.98,622.36,653.28,116.18,28.745,92.98,60.63,38.77,86.69,92.15,97.39,69.29,51.035,43.88,96.94,98.06,57.73,23.0,92.4,32.63,70.27,80.43,34.17,32.19,124.71,46.58,123.3,85.66,70.96,43.99,63.73,72.3
2015-09-24,115.0,51.17,41.95,97.78,83.91,133.29,533.74,124.1,15.565,61.8,128.88,49.11,13.545,144.87,71.74,25.411,76.89,96.99,94.41,625.86,655.26,116.31,28.48,92.51,60.24,39.15,85.36,91.13,97.28,68.4,50.59,43.91,97.52,103.8,57.42,23.44,92.5,32.72,71.4,80.43,33.92,32.1,124.0,46.75,121.12,84.85,70.26,44.09,63.81,72.73
2015-09-25,114.75,50.42,40.86,96.96,83.13,128.66,524.25,126.75,15.89,60.26,129.72,50.55,13.48,145.55,72.45,26.02,77.68,96.68,92.78,611.92,640.17,116.78,28.82,91.03,61.48,39.63,84.07,91.33,97.59,66.54,49.61,43.96,98.65,102.24,62.5,23.61,93.47,31.89,72.66,80.61,33.77,32.34,122.65,47.17,116.37,86.605,70.69,44.24,63.77,73.25
2015-09-28,112.46,47.48,39.0699,95.97,80.51,122.82,503.83,120.85,15.49,57.47,128.6701,49.05,13.065,143.59,69.04,25.65,67.66,98.51,89.19,594.89,624.12,114.14,28.76,91.3,59.99,39.53,79.77,88.39,96.03,64.53,48.44,43.3,97.54,99.47,61.09,23.3,92.49,30.81,71.8,78.92,32.26,31.9,118.1,46.95,112.69,84.97,67.26,43.75,63.68,72.59
2015-09-29,109.06,47.75,39.49,96.59,79.83,124.29,496.07,119.67,15.34,58.96,128.77,48.98,13.145,143.74,68.38,25.64,76.25,99.42,86.66,595.0,622.61,112.88,29.24,93.04,59.84,39.65,80.2801,88.76,97.46,66.35,48.63,43.44,96.77,98.358,59.83,23.71,93.04,31.01,72.28,78.64,30.63,32.06,119.85,47.53,114.17,86.54,68.51,43.54,63.77,72.97
2015-09-30,110.29,49.21,40.23,98.18,82.19,128.47,511.75,124.95,15.57,59.18,129.84,49.6001,28.42,144.57,69.41,26.24,78.87,102.21,89.89,607.05,636.91,115.38,30.13,93.34,60.95,40.12,83.69,90.08,98.53,66.93,49.36,44.21,97.51,103.25,61.475,24.64,94.24,31.41,71.84,79.32,31.03,32.5601,122.25,49.5,116.0,88.39,69.37,43.48,64.83,74.26
2015-10-01,109.57,49.86,40.7699,98.46,83.74,130.24,520.72,122.14,15.55,60.04,129.84,49.87,28.695,144.55,72.88,25.73,69.95,102.68,90.94,611.29,641.9999,117.05,30.0,93.16,61.4,39.78,85.2,90.73,98.77,68.4,49.51,44.61,96.6,105.95,61.91,24.17,93.83,31.84,71.91,79.44,31.49,32.52,122.1,48.435,116.61,90.4,69.9799,42.95,64.26,74.06
2015-10-02,110.28,50.49,41.37,99.4,84.0,132.32,532.52,123.33,15.37,62.18,129.84,49.88,14.0,145.85,73.88,25.76,81.51,102.94,92.06,626.91,656.96,117.86,30.5,93.93,60.85,40.37,87.54,92.07,99.77,71.11,50.15,45.57,98.56,106.11,62.585,24.8,94.17,33.08,72.41,79.96,32.825,32.63,124.49,48.77,118.85,91.86,70.71,42.85,64.98,75.88
2015-10-05,110.64,51.27,41.3799,101.64,85.85,133.56,543.68,121.22,15.695,61.96,132.34,51.145,29.805,148.07,75.27,26.85,83.99,103.85,93.9999,641.48,671.76,119.19,31.21,94.74,62.0,41.01,86.56,94.32,101.175,70.87,51.22,46.63,100.67,111.24,62.125,25.41,95.83,33.4701,73.22,81.71,32.67,33.42,126.54,50.12,119.62,93.69,72.23,43.9999,65.86,76.78
2015-10-06,111.33,49.82,39.89,101.5,85.14,141.22,537.48,117.12,15.69,59.8945,131.18,51.06,29.485,148.42,74.43,27.24,77.68,103.79,92.72,644.89,671.5,118.6701,31.74,93.4,62.02,40.965,84.15,93.95,101.9,69.94,49.8,46.76,99.89,108.3,61.584,25.75,97.08,32.79,73.4,81.5,31.87,33.31,124.09,50.47,116.03,93.4,72.08,44.06,65.69,77.89
2015-10-07,110.77,50.32,40.63,102.62,80.65,148.08,541.94,118.63,15.74,60.64,132.67,51.32,14.29,147.96,75.0,27.55,88.1,103.38,92.4,642.36,670.0,119.61,32.32,95.008,62.12,41.5,84.0,95.18,101.77,70.93,50.96,46.79,99.93,108.09,61.04,26.02,98.53,33.29,73.71,82.67,32.38,33.13,125.2,51.04,116.43,95.11,73.21,43.85,66.35,79.2
2015-10-08,109.5,50.69,41.145,105.01,82.26,149.9,533.12,116.69,15.76,60.51,133.75,51.66,30.495,151.67,75.09,27.92,89.9,104.59,92.47,639.15,666.99,121.05,32.52,95.05,62.12,41.97,83.79,95.82,102.95,72.04,51.02,47.45,100.85,114.97,62.46,26.18,98.95,33.09,74.39,84.14,31.665,33.4,125.81,51.52,116.06,97.05,73.9,44.24,66.87,80.03
2015-10-09,112.12,55.64,41.91,104.79,83.82,138.93,539.7,116.92,15.595,61.42,132.98,51.4,30.24,153.97,75.25,27.9,89.56,105.59,93.23,643.62,671.2,121.31,32.13,95.4,61.95,42.04,86.16,95.8,102.77,72.62,50.95,47.11,101.06,113.31,62.475,26.07,99.48,33.24,74.49,84.12,32.05,33.13,126.5,50.87,119.31,97.05,73.98,44.15,66.69,79.2799
2015-10-12,111.5801,50.44,41.56,105.05,83.94,142.13,550.19,117.68,15.515,62.7,133.33,51.27,30.125,153.62,75.88,27.95,88.73,106.36,94.25,646.79,676.43,121.89,32.21,95.98,61.7,42.0,79.45,96.67,103.25,73.03,50.71,47.0,101.44,113.45,63.2,26.345,99.12,33.21,74.32,84.64,32.63,33.295,125.85,51.34,122.52,95.24,75.0,44.2999,66.92,79.3
2015-10-13,111.79,53.81,40.91,103.48,83.65,137.07,548.84,113.42,15.5295,62.33,132.17,49.53,14.405,152.28,76.64,27.85,78.92,106.55,94.13,652.04,683.13,121.62,32.046,95.48,61.55,41.65,79.62,95.94,103.365,72.8,49.45,46.88,101.23,109.72,62.91,26.41,97.91,32.98,74.12,84.4,33.22,33.21,125.44,50.91,124.0,93.79,74.98,44.37,66.71,79.16
2015-10-14,110.21,49.24,40.72,102.43,83.8,137.28,544.82,117.46,15.65,62.06,131.24,49.06,14.35,149.84,75.55,27.82,80.15,105.7,94.07,651.17,680.43,120.25,32.8,94.55,59.99,41.68,79.24,95.0,102.83,72.18,49.55,46.68,100.89,110.1301,62.925,27.37,97.48,33.02,74.21,84.45,34.05,33.26,123.91,52.645,122.03,92.88,74.11,43.99,60.03,80.17
2015-10-15,111.85,51.25,41.875,102.3,86.77,141.67,562.52,121.88,16.2,63.64,133.79,51.23,30.505,151.77,77.7,28.15,90.775,107.93,95.95,661.74,693.27,121.83,32.7438,97.16,61.8999,41.93,79.87,97.14,103.66,73.43,50.73,47.03,103.22,101.059,64.395,27.43,98.35,34.09,74.26,86.08,34.62,33.5,125.5,52.42,120.14,94.27,75.34,44.66,59.34,81.5
2015-10-16,111.02,51.6,42.22,103.01,88.67,152.61,570.76,121.03,16.14,64.49,133.8,50.96,14.68,152.06,78.79,28.24,81.52,108.22,97.54,662.01,694.75,122.71,33.02,98.24,62.43,42.0,81.5059,97.62,104.81,74.11,51.48,47.5,103.66,98.98,65.23,27.86,99.7,34.41,74.909,87.76,34.285,33.82,126.4,52.57,119.98,92.94,76.0,44.69,58.87,82.47
2015-10-19,111.73,51.26,42.14,103.12,88.41,143.47,573.15,118.97,16.15,65.09,133.66,51.13,30.79,153.26,77.94,28.25,80.39,105.52,98.49,666.29,699.91,123.15,33.6,98.02,62.24,42.0,80.29,97.77,104.47,74.24,51.42,47.62,103.81,101.69,66.61,27.82,100.21,34.52,75.18,88.42,34.85,33.66,129.01,52.63,120.73,92.745,77.0,44.8,58.8501,81.0
2015-10-20,113.8,54.84,41.75,103.51,86.85,139.73,560.88,119.92,16.21,63.92,134.25,51.11,30.78,154.6,77.57,28.51,90.04,109.9,97.0,650.34,680.0,122.89,33.45,97.64,62.53,42.32,77.82,97.68,103.84,73.65,50.42,47.77,103.97,98.99,66.21,27.77,100.3,34.01,74.46,88.75,34.87,33.76,128.69,52.43,120.42,93.76,76.31,45.28,58.76,80.88
2015-10-21,113.76,53.83,42.21,102.53,86.13,150.1,555.56,120.5,15.9,62.51,133.26,50.11,30.55,155.2,75.82,28.275,89.33,110.09,97.11,642.65,671.68,123.31,33.37,97.63,62.06,42.21,77.01,96.63,102.53,73.42,50.59,47.2,104.22,97.92,66.235,27.41,100.26,33.455,73.59,88.98,33.83,33.595,127.11,51.9,118.13,93.46,75.45,44.86,58.64,80.22
2015-10-22,115.49,44.06,43.5,106.5,88.46,152.3,563.904,125.34,16.16,63.16,137.33,50.79,30.84,158.16,77.36,29.01,91.61,113.24,99.65,651.4,681.01,124.39,34.4,99.54,63.2,43.24,76.98,98.03,110.83,73.07,52.06,48.03,105.71,97.28,66.19,28.39,103.08,33.325,74.86,89.57,34.79,33.96,123.99,58.09,113.9,97.0,76.43,45.89,58.89,82.88
2015-10-23,119.09,45.95,43.6,108.01,87.85,144.66,599.26,129.58,16.53,65.18,137.75,51.88,30.99,155.74,78.56,29.35,91.24,109.01,102.19,703.75,719.33,124.61,34.89,100.33,63.88,42.8,78.31,99.78,112.6,73.7,52.9,53.24,104.54,100.04,65.285,28.59,102.44,34.05,77.05,89.67,34.99,33.75,126.5,58.97,115.95,96.94,77.07,46.17,58.3011,82.98
2015-10-26,115.27,51.87,43.6,107.98,88.84,147.28,608.58,123.61,16.5,64.52,136.95,51.37,31.075,156.75,78.22,28.95,88.77,113.49,103.77,712.71,731.56,124.99,34.59,99.92,63.87,42.58,79.1,99.63,112.18,72.75,52.89,54.27,103.84,103.04,65.68,28.47,102.54,34.15,77.46,89.67,36.44,33.64,127.03,58.82,116.53,95.22,78.18,46.35,58.03,81.22
2015-10-27,114.58,48.0,43.87,107.89,88.06,150.44,610.47,121.49,16.395,66.79,135.59,50.89,30.77,157.76,77.75,29.06,78.31,109.66,103.73,708.49,732.83,124.49,34.47,100.2,63.66,42.61,80.94,98.46,111.65,72.67,53.5,53.7,104.09,103.08,65.415,28.44,102.95,35.0,77.33,88.85,35.95,33.22,126.8,58.43,119.38,90.25,77.54,46.17,57.48,81.11
2015-10-28,119.3,53.26,44.75,109.67,88.5,151.08,617.22,127.075,17.28,67.59,138.16,52.94,30.97,157.76,78.53,29.36,89.78,114.33,104.19,712.98,736.92,123.86,34.71,100.4689,65.4901,42.71,83.06,100.03,112.94,73.51,55.11,53.98,102.95,105.8,65.635,28.67,102.72,35.44,76.49,89.39,36.52,33.42,129.22,58.67,119.78,90.1,78.86,46.475,57.6199,82.25
2015-10-29,120.53,49.38,45.25,107.95,88.105,149.14,626.52,120.09,17.09,67.31,137.91,51.95,31.535,147.44,78.14,29.135,80.27,115.04,104.89,716.92,744.86,123.61,34.02,101.38,65.2,42.79,82.0,100.59,112.62,73.77,54.85,53.35,101.78,105.12,65.57,27.68,102.8,34.76,77.03,89.24,35.91,33.53,131.39,56.57,119.72,90.52,78.51,46.39,57.95,82.23
2015-10-30,119.505,59.55,44.8,107.22,88.7,146.91,625.89,123.12,16.79,65.96,136.08,51.47,31.31,158.14,77.73,28.86,90.89,113.67,101.98,710.78,737.25,123.6401,33.87,101.04,64.2598,42.35,81.57,99.03,112.27,73.93,54.67,52.64,102.64,108.3899,65.51,28.37,102.19,33.83,76.39,88.41,36.03,33.52,130.79,56.72,117.78,89.34,77.5999,46.88,57.25,82.84
2015-11-02,121.19,57.85,45.43,107.58,89.91,150.75,628.35,123.79,17.06,65.75,138.31,52.11,31.365,159.15,79.19,28.765,94.98,115.0258,103.3,721.09,747.74,124.4,34.1,102.17,65.53,42.23,82.02,99.38,112.09,75.77,55.13,53.23,102.2,107.63,65.585,28.7,101.38,35.06,76.59,88.8,37.01,33.62,134.55,56.99,118.68,89.1,75.18,46.78,57.6,85.295
2015-11-03,122.59,62.42,45.5,107.33,90.36,150.89,625.32,122.14,17.18,66.1,137.97,52.43,31.285,158.76,78.63,28.6,87.63,115.54,102.56,722.16,748.83,125.59,34.32,101.98,65.75,42.18,81.67,100.13,112.0901,76.29,55.11,54.16,102.31,109.74,65.69,28.49,100.93,34.98,77.07,88.32,37.91,33.625,134.25,57.15,117.6562,88.7,77.91,46.46,58.13,86.85
2015-11-04,121.95,58.24,45.18,106.51,91.02,161.94,641.17,124.13,16.995,65.64,137.5,52.11,14.715,157.16,78.38,28.48,96.79,113.24,104.0,728.14,755.26,125.36,34.16,101.98,65.86,41.97,81.05,100.53,112.43,76.16,55.55,54.41,103.24,114.06,65.185,28.03,100.64,34.12,77.08,88.1,37.61,33.5,135.24,56.96,114.69,88.19,78.38,46.14,58.38,85.99
2015-11-05,120.91,57.3,45.18,106.11,90.55,149.74,655.76,121.05,17.32,65.55,136.62,52.42,14.8,156.28,78.71,28.42,84.43,113.0,108.76,731.22,760.79,125.73,34.0,102.33,66.45,42.34,80.63,100.71,112.85,76.18,55.06,54.39,102.11,113.5,65.94,27.7,100.64,34.16,76.43,88.1897,36.71,33.34,134.95,57.4,116.24,87.2,79.29,46.21,58.61,84.82
2015-11-06,121.06,58.54,45.63,106.0,90.69,149.03,659.38,129.67,17.94,65.44,136.3799,54.09,30.815,157.55,79.41,28.45,94.03,111.49,107.095,733.76,761.61,126.01,33.84,101.91,68.47,41.95,80.47,101.45,113.33,76.05,54.59,54.91,98.84,114.05,65.885,31.54,99.72,33.93,75.57,86.37,36.22,33.15,134.27,57.63,114.8,85.97,78.74,45.77,58.79,84.47
2015-11-09,120.58,63.3,45.06,104.89,89.79,148.26,655.49,126.5,17.681,64.995,134.14,53.93,14.69,144.53,78.22,28.19,82.43,116.43,106.49,724.65,754.54,124.5099,33.34,100.87,67.41,41.55,79.37,100.46,112.95,75.87,54.25,54.16,98.93,109.8592,65.245,31.41,98.88,33.65,75.42,85.26,36.6,32.86,134.37,57.2,114.28,86.17,78.1,45.29,58.51,81.96
2015-11-10,116.78,62.29,45.75,105.08,90.28,147.09,659.81,119.86,17.865,65.07,134.7,54.02,30.795,156.41,78.29,27.98,93.27,117.49,107.9,728.32,758.25,125.31,33.21,101.51,67.6968,41.78,80.08,100.69,113.29,76.43,54.44,53.53,99.0,112.71,65.0,30.81,98.84,33.79,75.79,84.96,37.01,32.79,136.04,57.03,115.91,84.85,79.47,45.12,58.7,82.37
2015-11-11,116.11,55.55,45.055,105.1,91.19,145.69,673.52,119.95,17.75,64.24,135.0,53.15,30.77,156.39,78.71,27.82,92.18,116.49,109.01,735.4,765.43,124.69,32.85,101.85,67.35,42.03,80.7,100.9,113.83,76.05,53.72,53.65,99.73,112.86,63.7,30.51,99.41,33.73,75.96,85.06,36.33,32.92,134.82,57.6,114.54,84.35,79.19,45.33,57.57,81.6
2015-11-12,115.74,60.24,44.2,104.31,90.85,150.97,665.6,119.85,17.3675,63.72,132.8,51.75,14.72,156.0,78.29,27.84,80.24,116.252,108.02,731.22,756.53,123.83,32.41,100.2701,66.01,41.58,79.87,98.28,112.12,74.2199,53.04,53.32,100.73,108.9,62.985,30.4,98.38,33.38,74.66,84.03,35.57,32.7,132.44,56.67,112.84,83.95,78.26,44.85,56.9566,79.4
2015-11-13,112.33,54.64,43.9601,103.16,89.02,151.55,642.31,117.54,17.21,64.17,132.01,51.47,30.11,153.69,75.58,26.19,88.66,114.82,103.92,717.0,739.84,120.03,32.105,99.92,65.59,41.39,79.55,96.87,109.99,74.47,53.03,52.84,100.45,103.63,60.935,29.81,98.07,33.27,73.98,83.41,34.52,32.3199,132.33,56.135,111.43,83.8,78.11,44.23,56.44,78.08
2015-11-16,114.18,54.78,44.87,106.34,89.77,144.22,647.8,121.47,17.43,65.04,133.3,51.98,14.69,156.45,76.24,26.795,91.42,111.73,104.04,728.76,750.43,120.8,32.1,101.21,66.52,41.97,81.22,98.24,111.01,76.23,53.7,53.76,102.11,111.37,61.715,30.4,99.56,33.13,75.29,84.35,35.605,33.05,135.54,56.875,113.82,84.35,78.87,45.05,57.88,80.89
2015-11-17,113.67,60.37,44.78,106.29,90.29,157.61,643.3,122.06,17.43,65.73,133.145,51.78,30.56,158.94,77.25,26.81,91.04,116.11,105.14,725.29,746.0,126.21,32.64,101.51,66.14,41.67,81.26,98.06,110.91,76.57,53.71,52.97,100.72,117.15,61.28,30.41,98.82,32.88,75.08,83.85,36.22,33.26,135.42,57.08,114.41,85.105,78.81,45.08,59.94,79.95
2015-11-18,117.2814,55.67,45.81,107.87,91.26,160.92,663.57,125.92,17.835,67.61,136.2,53.23,31.28,161.24,77.36,27.12,83.34,118.13,107.77,739.93,759.91,126.51,33.15,102.65,67.44,42.26,83.65,99.15,112.53,77.57,54.2,53.84,99.68,120.62,62.875,31.03,100.25,33.3,75.88,85.43,36.22,33.54,137.71,57.955,117.26,87.11,80.468,45.38,60.92,80.74
2015-11-19,118.78,55.27,45.74,107.28,91.76,159.49,661.06,125.21,17.69,66.94,136.63,53.3,31.305,162.83,80.61,27.37,82.1,118.72,106.26,738.12,759.61,126.86,34.3,102.48,67.66,43.12,83.71,98.9,113.33,75.75,54.28,53.94,101.0,120.19,62.895,31.12,100.93,32.29,76.2,86.27,36.19,33.62,137.38,57.93,110.61,87.03,80.14,45.77,60.7,80.3
2015-11-20,119.3,55.78,46.02,107.97,91.81,149.27,668.36,126.4,17.645,67.84,136.63,53.0,31.45,163.1,81.0,27.58,89.0,120.11,107.35,756.35,776.99,130.17,34.66,102.45,67.53,42.44,84.49,99.5,113.95,76.07,54.1,54.18,101.0,123.85,66.315,31.39,100.1,32.18,75.82,85.99,36.37,33.65,137.83,58.11,113.0,86.75,80.21,45.39,60.09,79.77
2015-11-23,117.75,61.08,43.17,107.85,91.95,162.47,679.0,124.42,17.47,67.99,136.0,52.55,14.875,163.44,80.76,27.43,81.35,115.11,106.93,755.59,776.54,132.57,34.47,102.77,66.88,42.96,84.72,99.37,114.6,76.58,54.01,54.18,100.48,125.04,66.22,30.91,100.87,31.31,75.98,86.605,35.55,33.46,137.61,57.35,112.15,85.12,80.12,45.0,60.26,80.29
2015-11-24,118.91,61.14,45.45,107.33,92.01,151.95,671.16,128.31,17.48,67.84,135.58,52.45,14.76,162.19,80.4,27.275,91.3501,117.96,105.75,748.29,769.89,133.64,34.37,102.04,66.78,43.38,83.87,98.49,114.28,76.58,53.48,54.26,99.4,123.3,66.24,31.16,100.66,31.985,76.47,86.91,35.125,33.38,137.99,57.85,113.23,84.82,79.83,45.2,59.9122,81.92
2015-11-25,118.02,55.03,45.43,107.11,91.78,153.04,675.557,128.42,17.43,68.11,135.07,52.36,14.7,162.41,80.4,27.24,90.88,114.38,105.43,748.14,769.25,134.64,34.45,101.98,66.86,43.37,83.73,98.18,114.38,76.58,53.73,53.7,98.892,124.16,67.065,31.14,100.51,32.88,75.91,87.18,35.37,33.45,138.68,57.275,114.42,84.64,79.57,44.93,60.25,81.27
2015-11-27,117.82,54.77,45.44,107.52,92.16,152.64,673.04,130.02,17.4801,67.87,134.66,52.48,30.795,163.58,79.96,27.32,81.68,115.11,105.47,750.27,772.05,134.79,34.46,102.43,67.23,43.18,83.71,98.65,114.23,76.46,53.97,53.94,99.37,125.43,67.155,31.39,100.79,32.8,75.72,87.46,35.17,33.58,140.02,57.55,114.32,84.5045,79.82,45.24,59.89,81.2399
2015-11-30,118.37,58.15,44.93,107.24,91.46,150.38,664.82,130.48,17.44,67.02,134.29,52.36,14.57,161.42,79.66,27.27,82.54,113.5,104.36,743.21,763.09,133.965,34.79,101.48,66.81,42.63,82.25,97.99,114.25,75.34,53.08,54.36,99.87,123.36,66.15,31.71,100.18,32.78,74.9,87.39,35.33,33.68,138.4,58.14,112.73,83.97,79.09,45.5,58.87,81.79
2015-12-01,117.29,53.87,45.47,108.15,92.53,161.97,679.05,132.87,17.8,68.25,136.39,53.13,30.873,161.28,80.99,27.56,92.46,115.37,107.09,767.0,783.89,134.42,35.08,102.31,67.6,42.87,86.46,97.92,114.44,76.53,54.565,55.21,100.56,125.36,66.65,32.75,101.02,33.63,75.94,87.75,35.165,33.75,138.33,58.3,116.3,84.42,79.9,45.57,58.97,81.88
2015-12-02,116.3,52.69,45.23,107.61,92.01,160.55,676.32,132.22,17.615,67.8,135.38,52.41,14.48,161.09,80.87,27.44,81.57,109.88,106.07,762.37,777.84,133.81,34.83,102.07,66.66,42.77,84.58,97.1,113.72,76.15,53.82,55.23,98.0,128.93,66.32,32.5,99.51,32.91,75.79,87.3,35.15,33.57,136.81,57.55,117.68,82.1,79.05,44.94,58.379,79.56
2015-12-03,115.2,51.23,44.17,105.97,89.91,144.36,666.5,144.79,17.32,66.49,132.73,51.8,29.82,163.67,79.95,26.95,88.8899,111.99,104.39,752.53,768.19,130.95,34.04,100.81,65.82,42.46,83.07,95.97,113.395,76.7,52.6,54.2,96.44,126.8,64.59,32.435,99.13,32.42,75.78,87.34,34.22,33.11,132.57,57.69,114.99,79.25,78.3,44.57,59.05,78.42
2015-12-04,119.0,52.19,45.3,109.06,92.53,150.69,672.63,147.5,17.77,69.08,136.23,53.33,14.545,166.8,82.13,27.46,89.71,114.19,106.15,766.76,778.97,134.5,34.94,102.92,67.88,43.29,86.6,98.62,116.11,78.13,53.6,55.9,98.1,130.93,66.165,33.74,101.02,32.79,77.81,89.7,35.62,34.11,137.02,58.87,117.64,78.3099,80.24,45.7,59.67,78.8215
2015-12-07,118.27,51.36,45.56,108.95,89.6,147.77,669.82,148.82,17.53,68.85,135.66,52.66,30.185,167.12,80.64,27.48,78.89,113.87,105.61,763.24,772.99,133.95,34.99,103.34,67.0,43.2,86.38,97.85,116.45,77.95,53.68,55.82,98.58,125.36,65.81,33.12,100.68,32.66,78.38,88.8,35.15,34.28,135.51,58.36,115.86,77.28,79.49,46.06,60.5,76.8
2015-12-08,118.24,51.73,45.56,108.92,91.72,159.35,677.14,147.74,17.19,69.41,133.4747,51.69,29.77,168.8801,81.1,27.15,78.13,108.42,106.49,762.38,775.14,133.89,34.75,102.43,65.98,43.02,86.41,98.21,116.6,78.09,53.48,55.79,99.33,127.0099,65.85,33.55,100.195,32.5308,77.78,88.76,35.6,33.85,136.06,57.66,115.93,75.62,79.19,45.71,59.63,74.64
2015-12-09,115.63,56.04,44.97,107.31,89.56,147.38,664.79,145.65,17.1,68.57,131.76,51.13,14.025,159.74,79.69,26.73,87.64,111.51,104.6,751.61,762.55,131.93,34.81,102.14,65.47,42.6735,83.86,97.77,116.63,77.57,52.83,54.98,98.76,124.23,64.41,32.71,99.13,32.29,77.71,88.03,35.07,33.57,134.41,56.76,115.07,77.54,77.95,45.37,59.13,75.65
2015-12-10,116.18,50.92,45.31,107.61,88.97,149.05,662.24,147.36,17.21,68.93,131.74,50.97,14.285,161.86,79.37,26.77,89.31,107.44,105.42,749.46,760.01,132.57,34.77,102.64,65.61,42.74,84.89,97.61,117.2,77.44,53.7,55.28,97.58,122.91,64.33,32.99,98.9,32.37,77.79,87.72,35.485,33.685,135.11,56.93,116.23,77.45,78.13,45.32,59.56,75.6958
2015-12-11,113.17,49.33,44.36,105.3,91.4,155.14,640.06,144.42,16.73,67.6,130.35,49.48,28.988,159.97,76.87,26.16,78.13,104.81,102.13,738.84,750.42,130.45,34.26,101.66,64.07,42.28,83.29,94.8,116.12,76.66,52.14,54.08,97.44,118.9,63.14,32.48,97.78,32.07,77.78,86.3,34.68,33.16,134.25,56.21,116.0,77.28,75.99,44.81,59.34,74.47
2015-12-14,112.47,55.46,44.83,106.4,93.26,147.59,657.89,142.51,16.81,68.64,132.06,49.47,13.735,161.81,77.0,26.49,89.37,106.08,104.69,748.2,762.55,132.08,34.48,102.22,64.3,42.43,84.68,96.29,116.39,76.67,52.24,55.16,98.0,120.66,63.945,32.575,97.95,32.18,78.34,87.17,35.01,33.61,135.47,56.21,115.91,76.88,76.93,45.46,60.39,76.05
